区域,小区名称,户型,面积(㎡),朝向,价格(元/月)
罗湖区-笋岗,兴华小区,3室2厅1卫,90.00,南,5800
福田区-梅林,辉煌时代大厦,1室1厅1卫,36.00,西,4900
南山区-华侨城,中新街芳华苑,3室2厅1卫,90.00,南,8000
福田区-皇岗,港城华庭,3室2厅1卫,89.00,南,10000
,未知小区,1室0厅1卫,29.00,1间在租,1500
,未知小区,1室0厅1卫,26.00,1间在租,1450
罗湖区-翠竹,公路局大院,1室1厅1卫,49.00,南,4000
福田区-华强北,金茂礼都,1室1厅1卫,47.00,南,5200
福田区-车公庙,新沙苑,1室1厅1卫,50.00,北,4000
南山区-南山中心,现代城华庭,4室2厅2卫,238.00,南,18000
福田区-梅林,梅林一村,3室2厅1卫,98.00,南,7200
,未知小区,1室1厅1卫,30.50,1间在租,1455
罗湖区-地王,鸿翔花园,1室1厅1卫,46.00,东南 南,4800
罗湖区-黄贝岭,汇鑫花园,6室2厅3卫,248.00,北,22000
龙岗区-平湖,佳兆业金御佳园,4室2厅2卫,133.00,南,6400
光明区-光明,新地中央花园,3室2厅1卫,108.00,东 西,5000
南山区-蛇口,新世界·临海揽山御园,3室2厅2卫,107.50,南,16000
南山区-大学城,博林天瑞,4室2厅2卫,198.00,南,22000
南山区-前海,绿海名都,1室0厅1卫,40.12,南,5300
,未知小区,1室0厅1卫,11.50,1间在租,828
龙岗区-布吉大芬,桂芳园六期,2室2厅1卫,74.70,西北,4300
龙岗区-平湖,御峰园,3室2厅2卫,94.00,西南,4500
,未知小区,1室0厅1卫,18.50,1间在租,1040
,未知小区,1室0厅1卫,25.00,1间在租,1160
,未知小区,1室1厅1卫,28.50,1间在租,1278
福田区-福田保税区,加福广场华尔登府邸,2室2厅1卫,108.00,西,8500
南山区-科技园,科技园三十六区,3室2厅1卫,92.87,南,7600
罗湖区-笋岗,兴华小区,3室2厅1卫,90.00,南,5800
,未知小区,1室0厅1卫,20.50,1间在租,1188
福田区-梅林,辉煌时代大厦,1室1厅1卫,36.00,西,4900
南山区-华侨城,中新街芳华苑,3室2厅1卫,90.00,南,8000
福田区-皇岗,港城华庭,3室2厅1卫,89.00,南,10000
南山区-南头,艺华花园,2室0厅1卫,42.00,东,3000
,未知小区,1室1厅1卫,38.00,1间在租,2700
南山区-南头,艺华花园,2室1厅1卫,42.00,南,3000
宝安区-西乡,中粮幸福花园,2室1厅1卫,43.80,东南,4500
龙华区-民治,梅花山庄,7室4厅5卫,800.00,南,45000
龙岗区-平湖,花半里欣悦广场,2室1厅1卫,63.00,东北,3500
南山区-西丽,桃源村一期,3室1厅1卫,71.00,南,6200
福田区-景田,紫薇阁,2室1厅1卫,56.00,南,5000
南山区-红树湾,瑧湾汇,2室2厅1卫,73.98,南,13800
,未知小区,未知户型,14间在租,1室0厅1卫,1024-1112
南山区-蛇口,景园大厦(爱榕路),3室2厅1卫,93.47,东南,6500
龙岗区-龙岗中心城,万科天誉二期,3室2厅2卫,89.00,西南,5500
龙岗区-布吉南岭,万科公园里三期,3室2厅2卫,106.00,东南,5800
光明区-光明,星河天地二期,1室1厅1卫,38.00,西北,2580
,未知小区,1室0厅1卫,32.00,1间在租,3060
,未知小区,1室1厅1卫,26.48,1间在租,1630
福田区-福田中心,彩虹新都,3室1厅1卫,105.00,东南,8200
,未知小区,1室0厅1卫,12.50-13.00,2间在租,2488-3141
南山区-后海,雅仕荔景苑,3室2厅1卫,88.00,南,8300
福田区-上步,佳兆业中心,1室1厅1卫,32.00,南,3800
,未知小区,1室0厅1卫,16.87,4间在租,1550-1640
,未知小区,1室1厅1卫,20.10,1间在租,1224
,未知小区,1室0厅1卫,29.00,1间在租,1500
罗湖区-翠竹,贝悦汇大厦,1室1厅2卫,33.00,南,5200
龙岗区-坂田,佳兆业中央广场三期,4室2厅2卫,142.00,东北,16800
南山区-蛇口,南海玫瑰花园二期,3室2厅2卫,101.00,南,18000
福田区-石厦,皇庭世纪,2室1厅1卫,58.00,东北,7000
,未知小区,1室0厅1卫,26.00,1间在租,1450
龙华区-观澜,美佳华首誉,3室2厅2卫,90.31,南,4500
宝安区-航城,中信领航,1室1厅1卫,37.00,东北,3200
福田区-上下沙,中洲湾中洲滨海商业中心,3室2厅1卫,82.00,东北,13000
龙岗区-布吉大芬,南景豪庭,3室2厅1卫,76.00,东南,3800
福田区-石厦,合正佳园,2室1厅1卫,83.06,东北,7600
福田区-梅林,振业梅苑,2室1厅1卫,49.00,南,4000
福田区-石厦,合正佳园,2室1厅1卫,83.06,东北,7600
福田区-梅林,振业梅苑,2室1厅1卫,49.00,南,4000
龙岗区-龙岗宝荷,京基御景荟都,3室1厅1卫,63.00,南,3500
,未知小区,1室1厅1卫,30.50,1间在租,1455
南山区-大学城,鼎胜金域世家,3室2厅2卫,89.00,南,8800
龙岗区-坂田,佳兆业中央广场一期,3室2厅2卫,89.00,北,6500
南山区-前海,雷圳碧榕湾海景花园,3室2厅2卫,120.00,南,11500
福田区-华强北,都会100,1室1厅1卫,42.00,北,5000
福田区-上下沙,花好园,1室1厅1卫,40.00,西南,5600
,未知小区,1室0厅1卫,11.50,1间在租,828
福田区-莲花,长城盛世家园二期,2室2厅1卫,73.39,西北,7300
龙岗区-布吉关,佳兆业大都汇,1室0厅1卫,45.00,东北,3000
,未知小区,1室0厅1卫,18.50,1间在租,1040
龙岗区-坂田,信义嘉御山5期,4室2厅1卫,88.84,西南,7600
,未知小区,1室0厅1卫,25.00,1间在租,1160
龙华区-梅林关,星河盛世,2室1厅1卫,77.00,西南,7300
罗湖区-莲塘,聚宝华府,3室2厅2卫,89.00,南,8500
,未知小区,1室1厅1卫,28.50,1间在租,1278
,未知小区,1室0厅1卫,20.50,1间在租,1188
,未知小区,1室1厅1卫,28.50,1间在租,1360
坪山区-坪山,深业御园,2室1厅1卫,40.00,南,1480
龙岗区-布吉关,国展苑,2室1厅1卫,55.00,东南,3200
南山区-蛇口,半岛城邦花园一期,4室2厅2卫,220.00,东南,33500
,未知小区,1室0厅1卫,18.50,1间在租,890
南山区-蛇口,南海玫瑰花园一期,5室3厅3卫,270.00,东南,50000
龙华区-红山,龙光玖钻,3室2厅2卫,97.00,东,7300
龙岗区-布吉水径,里城玺樾山,3室2厅2卫,98.00,东南 南,5000
,未知小区,1室1厅1卫,38.00,1间在租,2700
南山区-南头,东方新地,1室1厅1卫,41.00,西北,4600
罗湖区-地王,红桂皇冠,1室0厅1卫,32.00,西,3300
福田区-石厦,合正佳园,2室1厅1卫,83.06,东北,7600
福田区-梅林,振业梅苑,2室1厅1卫,49.00,南,4000
龙岗区-龙岗宝荷,京基御景荟都,3室1厅1卫,63.00,南,3500
南山区-大学城,鼎胜金域世家,3室2厅2卫,89.00,南,8800
龙岗区-坂田,佳兆业中央广场一期,3室2厅2卫,89.00,北,6500
南山区-前海,雷圳碧榕湾海景花园,3室2厅2卫,120.00,南,11500
福田区-华强北,都会100,1室1厅1卫,42.00,北,5000
福田区-上下沙,花好园,1室1厅1卫,40.00,西南,5600
,未知小区,1室1厅1卫,30.50,1间在租,1455
福田区-莲花,长城盛世家园二期,2室2厅1卫,73.39,西北,7300
,未知小区,1室0厅1卫,11.50,1间在租,828
龙岗区-布吉关,佳兆业大都汇,1室0厅1卫,45.00,东北,3000
龙岗区-坂田,信义嘉御山5期,4室2厅1卫,88.84,西南,7600
龙华区-梅林关,星河盛世,2室1厅1卫,77.00,西南,7300
罗湖区-莲塘,聚宝华府,3室2厅2卫,89.00,南,8500
坪山区-坪山,深业御园,2室1厅1卫,40.00,南,1480
龙岗区-布吉关,国展苑,2室1厅1卫,55.00,东南,3200
南山区-蛇口,半岛城邦花园一期,4室2厅2卫,220.00,东南,33500
南山区-蛇口,南海玫瑰花园一期,5室3厅3卫,270.00,东南,50000
龙华区-红山,龙光玖钻,3室2厅2卫,97.00,东,7300
龙岗区-布吉水径,里城玺樾山,3室2厅2卫,98.00,东南 南,5000
,未知小区,1室0厅1卫,18.50,1间在租,1040
,未知小区,1室0厅1卫,25.00,1间在租,1160
,未知小区,1室1厅1卫,28.50,1间在租,1278
南山区-南头,东方新地,1室1厅1卫,41.00,西北,4600
罗湖区-地王,红桂皇冠,1室0厅1卫,32.00,西,3300
光明区-公明,天汇时代花园二期,4室2厅2卫,89.00,东南,4800
龙华区-龙华中心,悠山美地,3室2厅2卫,85.07,东南,6000
,未知小区,1室1厅1卫,38.00,1间在租,2700
龙岗区-龙岗中心城,风临国际东座,2室2厅1卫,42.00,东南,2600
福田区-新洲,嘉葆润金座,2室1厅1卫,35.16,北 东北,6800
,未知小区,2室1厅1卫,88.00,1间在租,15000
罗湖区-莲塘,畔山花园,2室1厅1卫,52.00,南,3200
,未知小区,2室2厅1卫,93.00,2间在租,17000
南山区-前海,开云府,4室2厅2卫,203.00,东北,22000
,未知小区,3室2厅2卫,110.00,1间在租,21000
罗湖区-百仕达,阳光绿地家园,3室1厅1卫,81.00,东南,6800
光明区-光明,中海时光境花园,3室2厅2卫,82.00,东南,5200
,未知小区,1室0厅1卫,45.00,2间在租,1845
宝安区-宝安中心,华侨城华寓,3室2厅2卫,139.09,南,16000
福田区-皇岗,水围龙轩豪庭,2室2厅1卫,59.99,东,8000
福田区-景田,香蜜新村,3室2厅1卫,89.09,南 北,6500
南山区-科技园,华润城润府一期,3室1厅2卫,89.00,西南,10800
罗湖区-螺岭,汇锦名园,2室1厅1卫,66.00,南,4500
罗湖区-螺岭,新世界大厦,1室1厅1卫,27.00,南,3500
,未知小区,1室0厅1卫,45.00,2间在租,1700
,未知小区,1室0厅1卫,45.00,2间在租,1800
南山区-南头,桃苑公寓,1室0厅1卫,30.15,东,3100
福田区-皇岗,富强花园,2室2厅1卫,76.00,南 北,6500
南山区-南山中心,荟芳园,4室1厅2卫,14.20,南,3000
龙华区-龙华中心,壹成中心第九区,4室2厅2卫,88.00,东南,7000
南山区-华侨城,世纪假日广场,2室2厅1卫,89.79,西,8300
福田区-石厦,益田村,3室2厅1卫,97.00,南,7300
宝安区-福永,会展湾水岸,2室2厅1卫,56.00,北,3600
,未知小区,1室0厅1卫,25.00,1间在租,1850
,未知小区,1室1厅1卫,50.00,1间在租,3000
福田区-赤尾,京基御景华城,1室0厅1卫,28.00,西北,3200
,未知小区,1室0厅1卫,30.00,1间在租,2200
,未知小区,1室1厅1卫,35.00,1间在租,2500
龙岗区-横岗,振业城上观,6室2厅3卫,334.00,南,8000
福田区-梅林,颐林雅院,2室2厅1卫,75.00,南,6500
,未知小区,1室0厅1卫,25.00,2间在租,1569
宝安区-西乡,君成雍和园,4室2厅2卫,89.00,东南,8200
福田区-梅林,蓝天绿都家园,2室2厅1卫,58.00,南,5400
,未知小区,1室0厅1卫,25.00,2间在租,1400
,未知小区,1室0厅1卫,23.00,1间在租,1400
龙岗区-坪地,中骏四季阳光二期,3室2厅2卫,97.12,东南 西南,3500
,未知小区,1室1厅1卫,40.00,1间在租,2199
,未知小区,1室0厅1卫,25.00,1间在租,1499
南山区-南头,麒麟花园A区,3室2厅2卫,90.00,东南,9000
龙岗区-布吉街,阳光花园一期,3室2厅1卫,80.40,南,3800
福田区-梅林,山语清晖,4室2厅3卫,178.00,北,19500
龙岗区-横岗,荣德SPACE,2室2厅1卫,69.00,北,3600
坪山区-坪山,深业御园,3室2厅1卫,75.00,东南,2300
,未知小区,1室0厅1卫,20.00,2间在租,1469
南山区-蛇口,鲸山觐海,4室2厅2卫,202.00,东南,25000
宝安区-石岩,宏发世纪城二期,3室2厅2卫,88.00,南,5000
龙华区-梅林关,龙光玖龙玺,4室2厅2卫,89.00,东北,9800
龙岗区-龙岗双龙,水岸新都四五期,3室2厅2卫,140.00,南,3500
盐田区-盐田港,和亨中心广场,2室1厅1卫,38.00,西北,2500
,未知小区,1室1厅1卫,40.00,1间在租,2099
龙岗区-大运新城,佳兆业未来时代大厦,1室0厅1卫,43.00,东,2900
,未知小区,1室0厅1卫,25.00,3间在租,1469
龙岗区-龙岗中心城,雅庭名苑,3室2厅2卫,105.00,东南,3700
南山区-南山中心,华联城市商务中心,1室0厅1卫,40.00,东南,6000
福田区-梅林,艺丰花园C区,3室2厅2卫,106.00,北,6300
南山区-蛇口,桂园小区一区,3室2厅1卫,81.00,南,6300
盐田区-盐田港,山海四季城,3室2厅1卫,76.00,南,4800
,未知小区,1室1厅1卫,40.00,2间在租,2399
,未知小区,1室0厅1卫,25.00,2间在租,1470
福田区-新洲,嘉葆润金座,2室1厅1卫,35.16,北 东北,6800
,未知小区,1室1厅1卫,58.00,1间在租,2880
罗湖区-莲塘,畔山花园,2室1厅1卫,52.00,南,3200
南山区-前海,开云府,4室2厅2卫,203.00,东北,22000
罗湖区-百仕达,阳光绿地家园,3室1厅1卫,81.00,东南,6800
光明区-光明,中海时光境花园,3室2厅2卫,82.00,东南,5200
宝安区-宝安中心,华侨城华寓,3室2厅2卫,139.09,南,16000
福田区-皇岗,水围龙轩豪庭,2室2厅1卫,59.99,东,8000
福田区-景田,香蜜新村,3室2厅1卫,89.09,南 北,6500
南山区-科技园,华润城润府一期,3室1厅2卫,89.00,西南,10800
罗湖区-螺岭,汇锦名园,2室1厅1卫,66.00,南,4500
罗湖区-螺岭,新世界大厦,1室1厅1卫,27.00,南,3500
南山区-南头,桃苑公寓,1室0厅1卫,30.15,东,3100
福田区-皇岗,富强花园,2室2厅1卫,76.00,南 北,6500
南山区-南山中心,荟芳园,4室1厅2卫,14.20,南,3000
龙华区-龙华中心,壹成中心第九区,4室2厅2卫,88.00,东南,7000
,未知小区,1室0厅1卫,30.00,1间在租,2280
,未知小区,1室0厅1卫,35.00,1间在租,2580
南山区-华侨城,世纪假日广场,2室2厅1卫,89.79,西,8300
福田区-石厦,益田村,3室2厅1卫,97.00,南,7300
宝安区-福永,会展湾水岸,2室2厅1卫,56.00,北,3600
福田区-赤尾,京基御景华城,1室0厅1卫,28.00,西北,3200
,未知小区,1室0厅1卫,30.00,1间在租,1880
龙岗区-横岗,振业城上观,6室2厅3卫,334.00,南,8000
龙岗区-布吉关,信义荔山公馆,2室1厅1卫,75.00,西南 西,6000
龙岗区-布吉关,信义荔山公馆,2室2厅1卫,73.82,东 东南,5500
,未知小区,1室0厅1卫,30.00,1间在租,2480
,未知小区,1室0厅1卫,35.00,1间在租,2680
龙华区-民治,碧水龙庭,2室2厅1卫,73.00,南,5200
龙岗区-龙岗宝荷,京基御景荟都,1室1厅1卫,35.00,东北,1700
福田区-莲花,长城盛世家园二期,4室2厅2卫,131.30,南 北,16800
,未知小区,1室0厅1卫,16.69-20.05,2间在租,1325-1419
,未知小区,未知户型,10间在租,1室0厅1卫,1274-1580
光明区-光明,中信凯旋君庭,3室2厅2卫,90.00,西南,6500
盐田区-盐田港,和亨中心广场,3室2厅2卫,97.00,西南,4000
南山区-前海,鼎太风华七期,2室1厅1卫,55.00,南,5800
,未知小区,1室0厅1卫,21.00,5间在租,1099
,未知小区,1室0厅1卫,25.00,2间在租,1099-1100
龙华区-梅林关,新彩苑,4室2厅2卫,51.00,南,5500
,未知小区,1室0厅1卫,25.00,2间在租,1199
,未知小区,1室0厅1卫,25.00,1间在租,1099
南山区-科技园,松坪村东区三期,2室1厅1卫,60.00,西南,5368
宝安区-新安,宝乐花园,3室2厅2卫,103.30,东南,5000
南山区-南山中心,世纪广场,3室1厅1卫,83.57,南,6300
龙华区-龙华中心,安宏基星曜广场,3室2厅2卫,93.78,东北,6999
龙岗区-龙岗中心城,远洋新天地水岸花园,3室2厅2卫,89.00,南,4400
福田区-景田,时代华庭,5室2厅3卫,318.00,西 北,20000
龙岗区-平湖,特发天鹅湖畔,3室2厅2卫,105.00,南,5300
,未知小区,1室1厅1卫,40.00,1间在租,1699
光明区-公明,宏发上域,1室1厅1卫,34.82,西南,2500
,未知小区,1室0厅1卫,25.00,1间在租,1199
,未知小区,1室0厅1卫,20.00,2间在租,1099
南山区-前海,前海时代广场,2室2厅2卫,79.00,北,8900
福田区-梅林,鸿运大院,2室1厅1卫,46.00,南,3500
南山区-西丽,鼎胜金域阳光家园,3室2厅2卫,90.00,南,10000
,未知小区,1室0厅1卫,20.00,2间在租,1199
,未知小区,1室0厅1卫,25.00,1间在租,1099
,未知小区,1室0厅1卫,25.00,2间在租,1099
南山区-前海,新德家园,2室1厅1卫,38.00,北,5800
南山区-科技园,科技园三十四区,3室2厅1卫,75.54,南,6200
福田区-梅林,颐林雅院,2室2厅1卫,75.00,南,6500
,未知小区,1室1厅1卫,30.50,1间在租,1455
宝安区-西乡,君成雍和园,4室2厅2卫,89.00,东南,8200
福田区-梅林,蓝天绿都家园,2室2厅1卫,58.00,南,5400
龙岗区-坪地,中骏四季阳光二期,3室2厅2卫,97.12,东南 西南,3500
南山区-南头,麒麟花园A区,3室2厅2卫,90.00,东南,9000
,未知小区,1室0厅1卫,11.50,1间在租,828
龙岗区-布吉街,阳光花园一期,3室2厅1卫,80.40,南,3800
福田区-梅林,山语清晖,4室2厅3卫,178.00,北,19500
龙岗区-横岗,荣德SPACE,2室2厅1卫,69.00,北,3600
坪山区-坪山,深业御园,3室2厅1卫,75.00,东南,2300
南山区-蛇口,鲸山觐海,4室2厅2卫,202.00,东南,25000
,未知小区,1室0厅1卫,18.50,1间在租,1040
宝安区-石岩,宏发世纪城二期,3室2厅2卫,88.00,南,5000
,未知小区,1室0厅1卫,25.00,1间在租,1160
龙华区-梅林关,龙光玖龙玺,4室2厅2卫,89.00,东北,9800
龙岗区-龙岗双龙,水岸新都四五期,3室2厅2卫,140.00,南,3500
盐田区-盐田港,和亨中心广场,2室1厅1卫,38.00,西北,2500
,未知小区,1室1厅1卫,28.50,1间在租,1278
龙岗区-大运新城,佳兆业未来时代大厦,1室0厅1卫,43.00,东,2900
龙岗区-龙岗中心城,雅庭名苑,3室2厅2卫,105.00,东南,3700
南山区-南山中心,华联城市商务中心,1室0厅1卫,40.00,东南,6000
福田区-梅林,艺丰花园C区,3室2厅2卫,106.00,北,6300
,未知小区,1室0厅1卫,20.50,1间在租,1188
南山区-蛇口,桂园小区一区,3室2厅1卫,81.00,南,6300
盐田区-盐田港,山海四季城,3室2厅1卫,76.00,南,4800
,未知小区,1室1厅1卫,28.50,1间在租,1360
福田区-石厦,益田村,4室2厅2卫,119.00,北,10000
,未知小区,1室0厅1卫,18.50,1间在租,890
,未知小区,1室1厅1卫,38.00,1间在租,2700
,未知小区,未知户型,14间在租,1室0厅1卫,1024-1112
福田区-梅林,颐林雅院,2室2厅1卫,75.00,南,6500
宝安区-西乡,君成雍和园,4室2厅2卫,89.00,东南,8200
福田区-梅林,蓝天绿都家园,2室2厅1卫,58.00,南,5400
,未知小区,1室0厅1卫,32.00,1间在租,3060
龙岗区-坪地,中骏四季阳光二期,3室2厅2卫,97.12,东南 西南,3500
南山区-南头,麒麟花园A区,3室2厅2卫,90.00,东南,9000
龙岗区-布吉街,阳光花园一期,3室2厅1卫,80.40,南,3800
福田区-梅林,山语清晖,4室2厅3卫,178.00,北,19500
龙岗区-横岗,荣德SPACE,2室2厅1卫,69.00,北,3600
坪山区-坪山,深业御园,3室2厅1卫,75.00,东南,2300
南山区-蛇口,鲸山觐海,4室2厅2卫,202.00,东南,25000
,未知小区,1室1厅1卫,26.48,1间在租,1630
宝安区-石岩,宏发世纪城二期,3室2厅2卫,88.00,南,5000
龙华区-梅林关,龙光玖龙玺,4室2厅2卫,89.00,东北,9800
龙岗区-龙岗双龙,水岸新都四五期,3室2厅2卫,140.00,南,3500
盐田区-盐田港,和亨中心广场,2室1厅1卫,38.00,西北,2500
,未知小区,1室0厅1卫,12.50-13.00,2间在租,2488-3141
龙岗区-大运新城,佳兆业未来时代大厦,1室0厅1卫,43.00,东,2900
,未知小区,1室0厅1卫,16.87,4间在租,1550-1640
龙岗区-龙岗中心城,雅庭名苑,3室2厅2卫,105.00,东南,3700
,未知小区,1室1厅1卫,20.10,1间在租,1224
,未知小区,1室0厅1卫,29.00,1间在租,1500
南山区-南山中心,华联城市商务中心,1室0厅1卫,40.00,东南,6000
福田区-梅林,艺丰花园C区,3室2厅2卫,106.00,北,6300
南山区-蛇口,桂园小区一区,3室2厅1卫,81.00,南,6300
盐田区-盐田港,山海四季城,3室2厅1卫,76.00,南,4800
福田区-石厦,益田村,4室2厅2卫,119.00,北,10000
,未知小区,1室0厅1卫,26.00,1间在租,1450
龙岗区-布吉街,吉信大厦,1室0厅0卫,48.00,东,2500
福田区-华强北,金茂礼都,1室1厅1卫,47.00,南,5200
福田区-车公庙,新沙苑,1室1厅1卫,50.00,北,4000
南山区-南山中心,现代城华庭,4室2厅2卫,238.00,南,18000
福田区-梅林,梅林一村,3室2厅1卫,98.00,南,7200
罗湖区-地王,鸿翔花园,1室1厅1卫,46.00,东南 南,4800
,未知小区,1室1厅1卫,30.50,1间在租,1455
罗湖区-黄贝岭,汇鑫花园,6室2厅3卫,248.00,北,22000
龙岗区-平湖,佳兆业金御佳园,4室2厅2卫,133.00,南,6400
光明区-光明,新地中央花园,3室2厅1卫,108.00,东 西,5000
南山区-蛇口,新世界·临海揽山御园,3室2厅2卫,107.50,南,16000
,未知小区,1室0厅1卫,11.50,1间在租,828
南山区-大学城,博林天瑞,4室2厅2卫,198.00,南,22000
,未知小区,1室0厅1卫,18.50,1间在租,1040
,未知小区,1室0厅1卫,25.00,1间在租,1160
,未知小区,1室1厅1卫,28.50,1间在租,1278
南山区-前海,绿海名都,1室0厅1卫,40.12,南,5300
,未知小区,1室0厅1卫,20.50,1间在租,1188
,未知小区,1室1厅1卫,28.50,1间在租,1360
,未知小区,1室0厅1卫,18.50,1间在租,890
,未知小区,2室1厅1卫,48.50,1间在租,2142
,未知小区,1室0厅1卫,30.00,1间在租,1900
龙岗区-布吉大芬,桂芳园六期,2室2厅1卫,74.70,西北,4300
,未知小区,1室0厅1卫,35.00,1间在租,2299
龙岗区-平湖,御峰园,3室2厅2卫,94.00,西南,4500
福田区-福田保税区,加福广场华尔登府邸,2室2厅1卫,108.00,西,8500
,未知小区,1室0厅1卫,30.00,1间在租,2999
,未知小区,1室1厅1卫,38.00,1间在租,2700
南山区-科技园,科技园三十六区,3室2厅1卫,92.87,南,7600
,未知小区,1室0厅1卫,35.00,1间在租,4600
罗湖区-笋岗,兴华小区,3室2厅1卫,90.00,南,5800
龙华区-民治,梅花山庄,7室4厅5卫,800.00,南,45000
,未知小区,未知户型,10间在租,1室0厅1卫,1274-1580
龙岗区-平湖,花半里欣悦广场,2室1厅1卫,63.00,东北,3500
南山区-西丽,桃源村一期,3室1厅1卫,71.00,南,6200
福田区-景田,紫薇阁,2室1厅1卫,56.00,南,5000
南山区-红树湾,瑧湾汇,2室2厅1卫,73.98,南,13800
南山区-蛇口,景园大厦(爱榕路),3室2厅1卫,93.47,东南,6500
龙岗区-龙岗中心城,万科天誉二期,3室2厅2卫,89.00,西南,5500
,未知小区,1室0厅1卫,21.00,5间在租,1099
龙岗区-布吉南岭,万科公园里三期,3室2厅2卫,106.00,东南,5800
光明区-光明,星河天地二期,1室1厅1卫,38.00,西北,2580
福田区-福田中心,彩虹新都,3室1厅1卫,105.00,东南,8200
南山区-后海,雅仕荔景苑,3室2厅1卫,88.00,南,8300
福田区-上步,佳兆业中心,1室1厅1卫,32.00,南,3800
罗湖区-翠竹,贝悦汇大厦,1室1厅2卫,33.00,南,5200
,未知小区,1室0厅1卫,25.00,2间在租,1099-1100
龙岗区-坂田,佳兆业中央广场三期,4室2厅2卫,142.00,东北,16800
南山区-蛇口,南海玫瑰花园二期,3室2厅2卫,101.00,南,18000
福田区-石厦,皇庭世纪,2室1厅1卫,58.00,东北,7000
龙华区-观澜,美佳华首誉,3室2厅2卫,90.31,南,4500
宝安区-航城,中信领航,1室1厅1卫,37.00,东北,3200
福田区-上下沙,中洲湾中洲滨海商业中心,3室2厅1卫,82.00,东北,13000
龙岗区-布吉大芬,南景豪庭,3室2厅1卫,76.00,东南,3800
,未知小区,1室0厅1卫,25.00,2间在租,1199
福田区-石厦,合正佳园,2室1厅1卫,83.06,东北,7600
福田区-梅林,振业梅苑,2室1厅1卫,49.00,南,4000
龙岗区-龙岗宝荷,京基御景荟都,3室1厅1卫,63.00,南,3500
,未知小区,1室0厅1卫,25.00,1间在租,1099
,未知小区,1室1厅1卫,40.00,1间在租,1699
南山区-大学城,鼎胜金域世家,3室2厅2卫,89.00,南,8800
,未知小区,1室1厅1卫,30.50,1间在租,1455
福田区-华强北,金茂礼都,1室1厅1卫,47.00,南,5200
福田区-车公庙,新沙苑,1室1厅1卫,50.00,北,4000
南山区-南山中心,现代城华庭,4室2厅2卫,238.00,南,18000
福田区-梅林,梅林一村,3室2厅1卫,98.00,南,7200
,未知小区,1室0厅1卫,11.50,1间在租,828
罗湖区-地王,鸿翔花园,1室1厅1卫,46.00,东南 南,4800
,未知小区,1室0厅1卫,18.50,1间在租,1040
罗湖区-黄贝岭,汇鑫花园,6室2厅3卫,248.00,北,22000
龙岗区-平湖,佳兆业金御佳园,4室2厅2卫,133.00,南,6400
光明区-光明,新地中央花园,3室2厅1卫,108.00,东 西,5000
南山区-蛇口,新世界·临海揽山御园,3室2厅2卫,107.50,南,16000
,未知小区,1室0厅1卫,25.00,1间在租,1160
,未知小区,1室1厅1卫,28.50,1间在租,1278
,未知小区,1室0厅1卫,20.50,1间在租,1188
,未知小区,1室1厅1卫,28.50,1间在租,1360
,未知小区,1室0厅1卫,18.50,1间在租,890
南山区-大学城,博林天瑞,4室2厅2卫,198.00,南,22000
南山区-前海,绿海名都,1室0厅1卫,40.12,南,5300
,未知小区,2室1厅1卫,48.50,1间在租,2142
龙岗区-布吉大芬,桂芳园六期,2室2厅1卫,74.70,西北,4300
,未知小区,1室0厅1卫,30.00,1间在租,1900
龙岗区-平湖,御峰园,3室2厅2卫,94.00,西南,4500
福田区-福田保税区,加福广场华尔登府邸,2室2厅1卫,108.00,西,8500
南山区-科技园,科技园三十六区,3室2厅1卫,92.87,南,7600
,未知小区,1室0厅1卫,35.00,1间在租,2299
罗湖区-笋岗,兴华小区,3室2厅1卫,90.00,南,5800
,未知小区,1室0厅1卫,30.00,1间在租,2999
,未知小区,1室1厅1卫,38.00,1间在租,2700
,未知小区,1室0厅1卫,35.00,1间在租,4600
福田区-石厦,合正佳园,2室1厅1卫,83.06,东北,7600
,未知小区,1室0厅1卫,20.00,1间在租,1114
福田区-梅林,振业梅苑,2室1厅1卫,49.00,南,4000
,未知小区,1室1厅1卫,58.00,1间在租,2880
,未知小区,1室0厅1卫,30.00,1间在租,2280
龙岗区-龙岗宝荷,京基御景荟都,3室1厅1卫,63.00,南,3500
,未知小区,1室0厅1卫,35.00,1间在租,2580
,未知小区,1室0厅1卫,30.00,1间在租,1880
南山区-大学城,鼎胜金域世家,3室2厅2卫,89.00,南,8800
,未知小区,1室0厅1卫,30.00,1间在租,2480
龙岗区-坂田,佳兆业中央广场一期,3室2厅2卫,89.00,北,6500
南山区-前海,雷圳碧榕湾海景花园,3室2厅2卫,120.00,南,11500
,未知小区,1室0厅1卫,35.00,1间在租,2680
,未知小区,1室0厅1卫,35.00,1间在租,2680
,未知小区,1室0厅1卫,38.00,1间在租,2880
福田区-华强北,都会100,1室1厅1卫,42.00,北,5000
福田区-上下沙,花好园,1室1厅1卫,40.00,西南,5600
,未知小区,1室1厅1卫,42.00,1间在租,2880
福田区-莲花,长城盛世家园二期,2室2厅1卫,73.39,西北,7300
龙岗区-布吉关,佳兆业大都汇,1室0厅1卫,45.00,东北,3000
龙岗区-坂田,信义嘉御山5期,4室2厅1卫,88.84,西南,7600
龙华区-梅林关,星河盛世,2室1厅1卫,77.00,西南,7300
,未知小区,1室0厅1卫,32.00,1间在租,2750
罗湖区-莲塘,聚宝华府,3室2厅2卫,89.00,南,8500
